License Number,Facility Name,DBA,Facility Type,Street,City,State,Zip Code,Date Updated,Latitude,Longitude
403R-00319,MAGIC CITY FARMS 1 LLC,,Retail Marijuana Cultivation Facility,50 North Lipan Street,Denver,CO,80223,2024-09-03,39.711173,-105.001564
403R-00243,MAGIC CITY FARMS 2 LLC,Magic City Farms,Retail Marijuana Cultivation Facility,3819 North Quentin Street,Denver,CO,80239,2024-09-03,39.76893,-104.84483
403R-00580,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,Retail Marijuana Cultivation Facility,206 Elm Drive,Log Lane Village,CO,80705,2024-09-03,40.2696117,-103.8295737
403R-01190,MAGNOLIA ROAD INC,Magnolia Road Cannabis Company,Retail Marijuana Cultivation Facility,8950 County Lane 20,Ordway,CO,81063,2024-09-03,38.243772,-103.710894
403R-01216,MAGNOLIA ROAD LOG LANE LLC,Magnolia Road Cannabis Co.,Retail Marijuana Cultivation Facility,9050 B County Lane 20,Ordway,CO,81063,2024-09-03,38.195059,-103.859592
403R-00773,MALIBU RDL LLC,Purgro,Retail Marijuana Cultivation Facility,6431 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1706477,-104.7730039
403R-01030,MAMMOTH FARMS LLC,Mammoth Farms,Retail Marijuana Cultivation Facility,50562 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-00430,MAMMOTH FORTE JV LLC,Mammoth Farms,Retail Marijuana Cultivation Facility,"46795 East State Highway 96, Unit 3",Avondale,CO,81022,2024-09-03,38.2611,-104.367008
403R-00431,MAMMOTH FORTE JV LLC,Mammoth Farms,Retail Marijuana Cultivation Facility,"46795 East State Highway 96, Unit 4",Avondale,CO,81022,2024-09-03,38.2611,-104.367008
403R-00429,MAMMOTH FORTE JV LLC ,Mammoth Farms,Retail Marijuana Cultivation Facility,"46795 East State Highway 96, Unit 2",Avondale,CO,81022,2024-09-03,38.2611,-104.367008
403R-00627,MASTERS FARM LLC,Lady Jane,Retail Marijuana Cultivation Facility,1201 Siloam Road,Pueblo,CO,81005,2024-09-03,38.2470592,-104.9757244
403R-01136,MCCANBIZ LLC,Humble Farms,Retail Marijuana Cultivation Facility,8552 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-00203,MEDICAL MJ SUPPLY LLC,Best Colorado Cannabis,Retail Marijuana Cultivation Facility,4800 Lamar Street,Wheat Ridge,CO,80033,2024-09-03,39.784428,-105.067228
403R-01438,MEDINA AND COMPANY LLC,,Retail Marijuana Cultivation Facility,901 West 9th Street Unit 100,Pueblo,CO,81003,2024-09-03,38.275301,-104.619456
403R-01040,MEDPHARM HOLDINGS LLC,Bud & Mary's Cannabis,Retail Marijuana Cultivation Facility,3855 North Quentin Street,Denver,CO,80239,2024-09-03,39.76989,-104.84483
403R-00691,MELODY & COMPANY MANAGEMENT LLC,Melody Genetics,Retail Marijuana Cultivation Facility,"755 South Jason Street, Unit 150",Denver,CO,80223,2024-09-03,39.7029887,-104.9992892
403R-00133,METRO CANNABIS INC,SILVER STEM FINE CANNABIS,Retail Marijuana Cultivation Facility,1235 North Umatilla Street,Denver,CO,80204,2024-09-03,39.735853,-105.012428
403R-00473,MIDWEST RANCH LLC,Midwest Ranch,Retail Marijuana Cultivation Facility,50100 East Highway 96,Boone,CO,81025,2024-09-03,38.25582,-104.313082
403R-00056,MILE HIGH MEDICAL CANNABIS LLC,LIT,Retail Marijuana Cultivation Facility,4611 East 46th Avenue,Denver,CO,80216,2024-09-03,39.7805612,-104.9331873
403R-01239,MIRACLE FARMS LLC,,Retail Marijuana Cultivation Facility,923 Silver Lane,Moffat,CO,81143,2024-09-03,37.85291,-106.931283
403R-00678,MISSION FARMS LLC,,Retail Marijuana Cultivation Facility,60810 Highway 96 East,Boone,CO,81025,2024-09-03,38.225853,-104.206551
403R-00643,MISSION HOLDINGS US INC,Level10,Retail Marijuana Cultivation Facility,"3555 Moline Street, Unit B",Aurora,CO,80010,2024-09-03,39.7661034,-104.8548226
403R-01242,MISSION HOLDINGS US INC,Level 10 ,Retail Marijuana Cultivation Facility,3555 North Moline Street Unit D,Aurora,CO,80010,2024-09-03,39.7153585,-104.8562328
403R-00767,MISSION HOLDINGS US INC,Level 10 ,Retail Marijuana Cultivation Facility,"3555 North Moline Street, Unit C",Aurora,CO,80010,2024-09-03,39.7153585,-104.8562328
403R-00869,MJ DURANGO LLC,Durango Cannabis Company,Retail Marijuana Cultivation Facility,28753 East US Highway 160,Durango,CO,81301,2024-09-03,37.228023,-107.824482
403R-00591,MJLQ LLC,Green Rino,Retail Marijuana Cultivation Facility,"5959 East 39th Avenue, Unit 101",Denver,CO,80207,2024-09-03,39.7711457,-104.9190065
403R-00157,MJM HOLDINGS LIMITED,Sticky Fingerz,Retail Marijuana Cultivation Facility,3954 North Williams Street,Denver,CO,80205,2024-09-03,39.772186,-104.96586
403R-00457,MN NETWORK LLC,Malek's Premium Cannabis,Retail Marijuana Cultivation Facility,4360 North Vine Street,Denver,CO,80216,2024-09-03,39.77722,-104.962351
403R-01241,MO-FFAT BUDS LLC,Flower Factory,Retail Marijuana Cultivation Facility,700 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-01442,MODERN BOTANY LLC,Modern Botany,Retail Marijuana Cultivation Facility,4595 East 46th Avenue Unit 110,Denver,CO,80216,2024-09-03,39.7805609,-104.9333064
403R-01347,MOORE & STRATMOORE HOLDING INC,Tangent Organics,Retail Marijuana Cultivation Facility,19703 County Road 59,Moffat,CO,81143,2024-09-03,40.383655,-108.177708
403R-00349,MORTON CAPITAL LLC,Artsy Colorado,Retail Marijuana Cultivation Facility,"482 Laredo Street, Units A-O",Aurora,CO,80011,2024-09-03,39.723808,-104.800498
403R-00779,MOUNTAIN ANNIES LLC,,Retail Marijuana Cultivation Facility,33380 Highway 550,Montrose,CO,81403,2024-09-03,38.277854,-107.765345
403R-00546,"MOUNTAIN HIGH 14,047 LLC",,Retail Marijuana Cultivation Facility,22057 County Road K.5,San Pablo,CO,81152,2024-09-03,37.122824,-106.001322
403R-01351,MOUNTAIN MANAGERS III LLC,edun,Retail Marijuana Cultivation Facility,"111 Diamond Loop, Unit B",Parachute,CO,81635,2024-09-03,39.4481319,-108.0626076
403R-00975,MOUNTAIN MANAGERS LLC,edun,Retail Marijuana Cultivation Facility,100 Diamond Loop,Parachute,CO,81635,2024-09-03,39.4481319,-108.0626076
403R-00211,MOUNTAIN MEDICINALS INC,Mountain Medicinals Retail Center,Retail Marijuana Cultivation Facility,2313 Colorado Boulevard,Idaho Springs,CO,80452,2024-09-03,39.7446641,-105.5339435
403R-01289,MR PARACHUTE LLC,,Retail Marijuana Cultivation Facility,0929 G County Road 215,Parachute,CO,81635,2024-09-03,39.474221,-108.082539
403R-01215,MRCC TRINIDAD LLC,Sugarloaf Dispensary,Retail Marijuana Cultivation Facility,9050 A County Lane 20,Ordway,CO,81063,2024-09-03,38.129431,-103.847442
403R-01298,MRW COLORADO LLC,,Retail Marijuana Cultivation Facility,0929 F County Road 215,Parachute,CO,81635,2024-09-03,39.474221,-108.082539
403R-00282,MS LAFAYETTE LLC,Meraki Cannabis,Retail Marijuana Cultivation Facility,"1224 Commerce Court, Units 2-7",Lafayette,CO,80026,2024-09-03,39.980081,-105.072388
403R-01248,MSC EXTRACTS LLC,Mountain Select,Retail Marijuana Cultivation Facility,"472 Laredo Street, Unit L,M,N,O",Aurora,CO,80011,2024-09-03,39.723652,-104.800498
403R-01374,NATIONAL GREEN SOURCE LLC,The Green Source,Retail Marijuana Cultivation Facility,1900 South Freeway,Pueblo,CO,81004,2024-09-03,38.234103,-104.6120899
403R-00198,NATTY REMS LLC,Natty Rems,Retail Marijuana Cultivation Facility,4675 North Kingston Street,Denver,CO,80239,2024-09-03,39.781946,-104.859085
403R-00568,NATURAL ALTERNATIVES FOR HEALTH CORP,,Retail Marijuana Cultivation Facility,"1420 Blue Spruce Drive, Unit G&H",Fort Collins,CO,80524,2024-09-03,40.606051,-105.071691
403R-01173,NATURAL ALTERNATIVES FOR HEALTH CORP,,Retail Marijuana Cultivation Facility,5720 Bueno Drive,Fort Collins,CO,80525,2024-09-03,40.508764,-105.0762267
403R-01450,NATURE MED INC,,Retail Marijuana Cultivation Facility,8114 White Moon Lane,Ordway,CO,81063,2024-09-03,38.229256,-103.756729
403R-00066,NATURES HERBS & WELLNESS CENTER,Natures Herbs & Wellness Center,Retail Marijuana Cultivation Facility,540 27th Street,Garden City,CO,80631,2024-09-03,40.3944806,-104.6866871
403R-00634,NATURES HERBS & WELLNESS CENTER II LLC,,Retail Marijuana Cultivation Facility,17224 North Frontage Road,Log Lane Village,CO,80705,2024-09-03,40.2667713,-103.8257994
403R-01156,NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS LLC,Nature's Kiss,Retail Marijuana Cultivation Facility,4332 South Broadway,Englewood,CO,80113,2024-09-03,39.6379206,-104.9877229
403R-00073,NAVAJO MANAGEMENT LLC,Locol Love,Retail Marijuana Cultivation Facility,875 North Navajo Street,Denver,CO,80204,2024-09-03,39.730144,-105.00401
403R-00197,NEW WORLD ALTERNATIVE HEALTHCARE LLC,Telluride Bud Company,Retail Marijuana Cultivation Facility,135 South Spruce Street,Telluride,CO,81435,2024-09-03,37.9362875,-107.8101447
403R-01413,NEWCO LLC,,Retail Marijuana Cultivation Facility,50962 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01414,NEWCO LLC,,Retail Marijuana Cultivation Facility,51228 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01415,NEWCO LLC,,Retail Marijuana Cultivation Facility,51230 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01416,NEWCO LLC,,Retail Marijuana Cultivation Facility,51232 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01417,NEWCO LLC,,Retail Marijuana Cultivation Facility,51234 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01418,NEWCO LLC,,Retail Marijuana Cultivation Facility,51236 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01419,NEWCO LLC,,Retail Marijuana Cultivation Facility,51238 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01412,NEWCO LLC ,,Retail Marijuana Cultivation Facility,50960 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01393,NEWCO PARTNERS LLC,,Retail Marijuana Cultivation Facility,51206 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01394,NEWCO PARTNERS LLC,,Retail Marijuana Cultivation Facility,51240 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01395,NEWCO PARTNERS LLC,,Retail Marijuana Cultivation Facility,51242 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-01396,NEWCO PARTNERS LLC,,Retail Marijuana Cultivation Facility,51244 County Road U,Saguache,CO,81149,2024-09-03,38.01478,-106.099027
403R-00752,NEWCO VENTURES LLC,Southern Flower,Retail Marijuana Cultivation Facility,8440 West State Highway 96,Pueblo,CO,81005,2024-09-03,38.251924,-104.9526597
403R-01185,NEWPORT PIER OPERATIONS INC,,Retail Marijuana Cultivation Facility,56260 County Road AA,Moffat,CO,81143,2024-09-03,38.100857,-105.98131
403R-00713,NEXT1 LABS LLC,Next1 Labs,Retail Marijuana Cultivation Facility,1660 Siloam Road,Pueblo,CO,81005,2024-09-03,38.2261709,-104.9759944
403R-01291,NKHAT LLC,Frost Harvest,Retail Marijuana Cultivation Facility,801 West Bayaud Avenue,Denver,CO,80223,2024-09-03,39.7148822,-104.9976031
403R-01390,NO REGERTS GARDENS LLC,,Retail Marijuana Cultivation Facility,696 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00566,NOBO DENVER LLC,,Retail Marijuana Cultivation Facility,6995 Imboden Road,Watkins,CO,80137,2024-09-03,39.822656,-104.583489
403R-01065,NOCO CRAFT PRODUCTS LLC,Nokhu Labs,Retail Marijuana Cultivation Facility,5608 South College Avenue ,Fort Collins,CO,80525,2024-09-03,40.5091913,-105.0768661
403R-01387,NOCO FARM LLC,Snaxland,Retail Marijuana Cultivation Facility,1118 Ash Street,Nunn,CO,80648,2024-09-03,40.075769,-104.640761
403R-00844,NOMADIC LLC,"Royal Jelly, Lazercat",Retail Marijuana Cultivation Facility,8620 Colorado 103,Idaho Springs,CO,80452,2024-09-03,39.7410877,-105.5197832
403R-00083,NS BRECK LIMITED,,Retail Marijuana Cultivation Facility,"1795 Airport Road, Unit A-2",Breckenridge,CO,80424,2024-09-03,39.5073685,-106.051869
403R-00716,NUGRO INDUSTRIES INC,,Retail Marijuana Cultivation Facility,2340 Bennett Road,Rye,CO,81069,2024-09-03,37.78501,-104.860856
403R-01344,NUGZ 719 LLC,,Retail Marijuana Cultivation Facility,20220 Sherman Lane,Ordway,CO,81063,2024-09-03,38.225581,-103.755342
403R-00867,NUHI LLC,Doobz,Retail Marijuana Cultivation Facility,658 North Kalamath Street,Denver,CO,80204,2024-09-03,39.726166,-105.000085
403R-00025,NUTRITIONAL ELEMENTS LLC,The Health Center,Retail Marijuana Cultivation Facility,4800 North Nome Street,Denver,CO,80239,2024-09-03,39.786408,-104.852428
403R-00530,NUVUE PHARMA LLC,,Retail Marijuana Cultivation Facility,4740 Dillon Drive,Pueblo,CO,81008,2024-09-03,38.317696,-104.6118152
403R-00757,OHANA MAUNA GARDENS LLC,Ohana Mauna Gardens LLC,Retail Marijuana Cultivation Facility,2387 Little Burnt Mill Road,Pueblo,CO,81005,2024-09-03,38.1928692,-104.667094
403R-00615,OIL WELL INDUSTRIES LLC,The Oil Well,Retail Marijuana Cultivation Facility,157 East Industrial Boulevard,Pueblo West,CO,81007,2024-09-03,38.3241609,-104.6886055
403R-01288,OPTIMUM GROW LLC,Optimum Grow,Retail Marijuana Cultivation Facility,19606 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-01005,OPTIONS CANNABIS CO LTD,Options,Retail Marijuana Cultivation Facility,"1700 South 120th Street, Unit B3B and Unit B4",Lafayette,CO,80026,2024-09-03,39.9829829,-105.0723811
403R-00294,OPTIONS CANNABIS CO LTD,Options,Retail Marijuana Cultivation Facility,"1700 South 120th Street, Units B1, B2, B3A",Lafayette,CO,80026,2024-09-03,39.965056,-105.071838
403R-01244,ORDWAY EXPRESS LLC,The Station,Retail Marijuana Cultivation Facility,20390 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-00775,ORGANIC AGRICULTURAL CONSULTANTS INC,Goddess Gardens,Retail Marijuana Cultivation Facility,2897 59th Lane,Boone,CO,81025,2024-09-03,38.180479,-104.239951
403R-00291,ORGANIC ALTERNATIVES INC,Organic Alternatives,Retail Marijuana Cultivation Facility,337 Hickory Street,Fort Collins,CO,80524,2024-09-03,40.603415,-105.0827213
403R-01306,ORTIZ CANNABIS LLC,,Retail Marijuana Cultivation Facility,623 Dunn Deal Drive,Moffat,CO,81143,2024-09-03,37.215457,-107.651024
403R-00984,OTF INVESTMENTS LLC,Loyalty Farms,Retail Marijuana Cultivation Facility,"7173 North Foothills Highway, Building F200",Boulder,CO,80302,2024-09-03,40.104915,-105.282236
403R-00245,OTF Investments LLC,Loyalty Farms,Retail Marijuana Cultivation Facility,"3554 Pearl Street, Unit G",Boulder,CO,80301,2024-09-03,40.023931,-105.2482808
403R-01368,PAKALOLO SPIRITS LLC,,Retail Marijuana Cultivation Facility,603 Dunn Deal Drive,Moffat,CO,81143,2024-09-03,37.215457,-107.651024
403R-01280,PALMS1 LLC,,Retail Marijuana Cultivation Facility,8095 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-01294,PALMS2 LLC,,Retail Marijuana Cultivation Facility,8097 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-01181,PD LLC,Mountain Orchid,Retail Marijuana Cultivation Facility,5374B Montezuma Road,Montezuma,CO,80435,2024-09-03,39.5885412,-105.8685243
403R-01251,PEAK MOUNTAIN SERVICES INC,,Retail Marijuana Cultivation Facility,906 MR 45 Lane,Moffat,CO,81143,2024-09-03,37.639828,-106.204111
403R-01166,PEORIA PARK MANAGEMENT LLC,Flatirons Cannabis Company,Retail Marijuana Cultivation Facility,4765 North Oakland Street,Denver,CO,80239,2024-09-03,39.78622,-104.850667
403R-01098,PERSONALIZED ORGANIC TREATMENTS LLC,,Retail Marijuana Cultivation Facility,11122 East 47th Avenue,Denver,CO,80239,2024-09-03,39.7821658,-104.8584183
403R-00301,PG GROW II LLC,12 Peaks Farms,Retail Marijuana Cultivation Facility,7800 County Road 152,Salida,CO,81201,2024-09-03,38.552888,-106.021715
403R-00699,PHOENIX FARMS OF BOULDER LLC,Phoenix Farms,Retail Marijuana Cultivation Facility,10452 Isabelle Road,Lafayette,CO,80026,2024-09-03,40.036657,-105.1017036
403R-01339,PHOENIX FARMSTEAD LLC,RIPT,Retail Marijuana Cultivation Facility,223 Norml Lane,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00875,PI 51st AVENUE LLC,Natty Rems,Retail Marijuana Cultivation Facility,11100 East 51st Avenue,Denver,CO,80239,2024-09-03,39.7895444,-104.858255
403R-00676,PJ INVESTMENT GROUP LLC,Wise Cannabis Co,Retail Marijuana Cultivation Facility,21950 Highway 285,Fairplay,CO,80440,2024-09-03,39.2110035,-105.9944185
403R-00452,PLATINUM GARDENS LLC,,Retail Marijuana Cultivation Facility,525 North Bryant Street,Denver,CO,80204,2024-09-03,39.725213,-105.018744
403R-00584,POPS FARM INC,Pop's Farm Inc,Retail Marijuana Cultivation Facility,3943 County Road 650,Rye,CO,81069,2024-09-03,37.822181,-104.900699
403R-01187,POTATO RIOS LLC,,Retail Marijuana Cultivation Facility,914 Silver Lane,Moffat,CO,81143,2024-09-03,37.852741,-106.931331
403R-01360,POTCO LLC,PotCo,Retail Marijuana Cultivation Facility,11101 East 51st Avenue,Denver,CO,80239,2024-09-03,39.7906535,-104.8586246
403R-00712,POTCO SOUTH LLC,,Retail Marijuana Cultivation Facility,1640 Siloam Road,Pueblo,CO,81005,2024-09-03,38.2271193,-104.975368
403R-01435,PRAIRIE FIRE GARDENS LLC,,Retail Marijuana Cultivation Facility,829 South Reigel Court,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00919,PRIME FARMS LLC,,Retail Marijuana Cultivation Facility,6475 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1708689,-104.7796256
403R-01405,PUFF TUFF CANNABIS LLC ,,Retail Marijuana Cultivation Facility,694 Mayor Patricia Reigel  Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-00247,R & B CONSULTING INC,Iion Cannabis,Retail Marijuana Cultivation Facility,"4727 North Broadway, Unit D-West",Boulder,CO,80304,2024-09-03,40.040917,-105.282079
403R-01384,RAIN FLOWER FARMS LLC ,,Retail Marijuana Cultivation Facility,402 B Main Street,Antonito,CO,81120,2024-09-03,37.0709217,-106.011945
403R-01183,RANGE STREET LLC,Qualis Cultivation,Retail Marijuana Cultivation Facility,"1845 Range Street, Bays B, G-H",Boulder,CO,80301,2024-09-03,40.016947,-105.230002
403R-01180,RBF CORP,Single Source Colorado,Retail Marijuana Cultivation Facility,621 South Jason Street,Denver,CO,80223,2024-09-03,39.7054433,-104.9992959
403R-00458,RD INDUSTRIES LLC,,Retail Marijuana Cultivation Facility,10555 East 45th Avenue,Denver,CO,80239,2024-09-03,39.7792721,-104.8645601
403R-01177,REDGARDEN LLC,Loudbird Cannabis,Retail Marijuana Cultivation Facility,"6859 North Foothills Parkway, Unit D200",Boulder,CO,80302,2024-09-03,40.098832,-105.282145
403R-00228,REDWOOD INVESTMENT PARTNERS LLC,Bonsai Cultivation,Retail Marijuana Cultivation Facility,1955 South Quince Street,Denver,CO,80231,2024-09-03,39.6806925,-104.901294
403R-01202,REVEL CULTIVARS LLC ,Astronomic,Retail Marijuana Cultivation Facility,713 Mayor Patricia Reigel Boulevard,Moffat,CO,81143,2024-09-03,38.065284,-105.817955
403R-01186,RFSC LLC,,Retail Marijuana Cultivation Facility,808 County Road 215,Parachute,CO,81635,2024-09-03,39.58835,-108.044147
403R-00407,RFSCLVG LLC,,Retail Marijuana Cultivation Facility,145 Front Street,Leadville,CO,80461,2024-09-03,39.240585,-106.300497
403R-01081,RG CUSTOM GROW,RG Custom Grow,Retail Marijuana Cultivation Facility,"36 North Fabrication Drive, Unit B",Pueblo West,CO,81007,2024-09-03,38.334576,-104.732223
403R-00933,RIVER ROOTS LLC,,Retail Marijuana Cultivation Facility,52719 East US Highway 50 ,Boone,CO,81025,2024-09-03,38.230824,-104.306242
403R-01207,RJ FARMERS LLC,,Retail Marijuana Cultivation Facility,913 MR. 45 Lane,Moffat,CO,81143,2024-09-03,37.639828,-106.204111
403R-00408,RJJ SHERIDAN LLC,Native Roots Littleton,Retail Marijuana Cultivation Facility,4990 North Dahlia Street,Denver,CO,80216,2024-09-03,39.786904,-104.93154
403R-01234,RMRC LLC,High Octane Gardens,Retail Marijuana Cultivation Facility,2181 South 10th Street,Rifle,CO,81650,2024-09-03,39.538691,-107.778367
403R-01253,ROASTED LLC,,Retail Marijuana Cultivation Facility,103 San Antonio Street,Antonito,CO,81120,2024-09-03,37.0675069,-106.0112501
403R-00400,ROCKY MOUNTAIN DISTRIBUTORS LLC,,Retail Marijuana Cultivation Facility,1135 South Jason Street,Denver,CO,80223,2024-09-03,39.6960302,-104.9992597
403R-00836,ROCKY MOUNTAIN TILLAGE LLC,,Retail Marijuana Cultivation Facility,2600 West Barberry Place,Denver,CO,80204,2024-09-03,39.7300791,-105.0196126
403R-00020,ROCKY MOUNTAIN TILLAGE LLC,,Retail Marijuana Cultivation Facility,5305 Steele Street,Denver,CO,80216,2024-09-03,39.7929857,-104.949977
403R-00892,ROCKY MOUNTAIN TILLAGE LLC,,Retail Marijuana Cultivation Facility,1200 Republic Drive,Trinidad,CO,81082,2024-09-03,37.269059,-104.5038
403R-00893,ROCKY MOUNTAIN TILLAGE LLC,,Retail Marijuana Cultivation Facility,1201 Republic Drive,Trinidad,CO,81082,2024-09-03,37.269059,-104.5038
403R-00894,ROCKY MOUNTAIN TILLAGE LLC,,Retail Marijuana Cultivation Facility,1202 Republic Drive,Trinidad,CO,81082,2024-09-03,37.269059,-104.5038
403R-00895,ROCKY MOUNTAIN TILLAGE LLC,,Retail Marijuana Cultivation Facility,1203 Republic Drive,Trinidad,CO,81082,2024-09-03,37.269059,-104.5038
403R-01151,ROCKY MOUNTAIN TILLAGE LLC,,Retail Marijuana Cultivation Facility,36900 El Moro Road,Trinidad,CO,81082,2024-09-03,37.225356,-104.488392
403R-00853,ROOTS MANAGEMENT LLC,Bahama Mama Craft Cannabis,Retail Marijuana Cultivation Facility,795 South Jason Street,Denver,CO,80223,2024-09-03,39.7023641,-104.9992819
403R-01052,ROTATION LLC,Rotation,Retail Marijuana Cultivation Facility,4015 North Elati Street,Denver,CO,80216,2024-09-03,39.771904,-104.993729
403R-00139,RR SERVICES LLC,Bloom County,Retail Marijuana Cultivation Facility,2252 South Kalamath Street,Denver,CO,80223,2024-09-03,39.6757181,-105.0005114
403R-00300,RSCT SERVICES LLC,Bloom County,Retail Marijuana Cultivation Facility,2656 McCormick Avenue,Pueblo,CO,81001,2024-09-03,38.269603,-104.558415
403R-00540,SACCO SOLUTIONS LLC,,Retail Marijuana Cultivation Facility,69 North Mission Drive,Pueblo West,CO,81007,2024-09-03,38.328617,-104.70926
403R-01477,SADIE SERENITY 1 LLC,,Retail Marijuana Cultivation Facility,314 Mary Jane Lane,Moffat,CO,81143,2024-09-03,37.702995,-106.686386
403R-00652,SAN JUAN STRAINS INC,,Retail Marijuana Cultivation Facility,95 Industrial Circle,Pagosa Springs,CO,81147,2024-09-03,37.202251,-107.12619
403R-01078,SANDERS ENTERPRISE LLC,,Retail Marijuana Cultivation Facility,8227 Maverick Lane ,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-01352,SANS DOULEUR FARMS LLC,,Retail Marijuana Cultivation Facility,20427 Sherman Lane,Ordway,CO,81063,2024-09-03,38.225581,-103.755342
403R-01464,SARIS ENTERPRISES LLC,Jerusalem Kush,Retail Marijuana Cultivation Facility,3900 E 48th Avenue,Denver,CO,80216,2024-09-03,39.7836919,-104.9419116
403R-00573,SCG HOLDING LLC,Grow Forth Gardens,Retail Marijuana Cultivation Facility,853 Greenhorn Mountain Circle,Rye,CO,81069,2024-09-03,37.905116,-104.854466
403R-00308,SEAL INDUSTRIES LLC,Free World Genetics,Retail Marijuana Cultivation Facility,"4727 North Broadway, Unit I",Boulder,CO,80304,2024-09-03,40.040917,-105.282079
403R-00811,SEVEN LEAVES LLC,,Retail Marijuana Cultivation Facility,6383 Galbreth Road,Pueblo,CO,81005,2024-09-03,38.1706163,-104.7722096
403R-00501,SEVENFIVE FARMS CULTIVATION LLC,SevenFive Farms,Retail Marijuana Cultivation Facility,3705 North 75th Street,Boulder,CO,80301,2024-09-03,40.0426748,-105.1784818
403R-00510,SHINING MOUNTAIN LLC,,Retail Marijuana Cultivation Facility,5564 County Road 23,Ridgway,CO,81432,2024-09-03,38.134625,-107.75266
403R-00599,SHRED INVESTMENTS LLC,High West Cannabis,Retail Marijuana Cultivation Facility,"10625 East 51st Avenue, Unit 103",Denver,CO,80239,2024-09-03,39.7906453,-104.8644088
403R-00834,SILVER LAKE HOLDINGS LLC,Rooted,Retail Marijuana Cultivation Facility,33625 East United Avenue,Pueblo,CO,81001,2024-09-03,38.2772139,-104.4837042
403R-01134,SINDUSTRIES INC,Sindustries,Retail Marijuana Cultivation Facility,4260 County Road 110,Walsenburg,CO,81089,2024-09-03,37.836599,-104.806113
403R-01473,SIRIUS GROUP 6 LLC,305 Gorillaz,Retail Marijuana Cultivation Facility,19276 County Road H,Ordway,CO,81063,2024-09-03,38.2288619,-103.8038118
403R-01213,SISTEM COMMERCE CITY LLC ,Silver Stem Fine Cannabis,Retail Marijuana Cultivation Facility,5275 Quebec Street Unit 105,Commerce City,CO,80022,2024-09-03,39.7922672,-104.9038301
403R-00231,SIXTY-SIX MANAGEMENT LLC,PURPLEMED,Retail Marijuana Cultivation Facility,"6420 Gunpark Drive, Unit C",Boulder,CO,80301,2024-09-03,40.0699832,-105.2039808
403R-00810,SKL HOLDINGS III LLC,SKL Holdings III LLC,Retail Marijuana Cultivation Facility,4980 North Monroe Street,Denver,CO,80216,2024-09-03,39.775704,-104.945285
403R-01411,SKYHIGH DREAMS LLC,,Retail Marijuana Cultivation Facility,19829 Tamarack Lane,Ordway,CO,81063,2024-09-03,38.061467,-102.928414
403R-01260,SKYISLIMIT LLC,,Retail Marijuana Cultivation Facility,104 Rio Vista Avenue,Antonito,CO,81120,2024-09-03,37.0695073,-106.0089491
403R-01084,SLOW BURN FARMS LLC,,Retail Marijuana Cultivation Facility,8355 Maverick Lane,Ordway,CO,81063,2024-09-03,38.388905,-104.676225
403R-00404,SMT ENTERPRISES LLC,MAXFARMS,Retail Marijuana Cultivation Facility,130 North Lipan Street,Denver,CO,80223,2024-09-03,39.711173,-105.001564
403R-00107,SOHI CANNABIS COMPANY LLC,,Retail Marijuana Cultivation Facility,2744 West 4th Avenue,Denver,CO,80219,2024-09-03,39.7218469,-105.0214326
403R-00317,SOLACE MEDS LLC,,Retail Marijuana Cultivation Facility,1724-1732 Willox Court,Fort Collins,CO,80524,2024-09-03,40.6106044,-105.0782308
